Sl No.,Date,Ministry (Kannada),Ministry (English Translation),Subject (Kannada),Subject (English Translation),MLA name (Kannada),MLA name (English Translation)
9547,03/24/2015,ಒಳಾಡಳಿತ ,Inside Administration,ಪೊಲೀಸ್ ಠಾಣೆ ಮಂಜೂರು ಮಾಡುವುದು,Allocation of Police Station,ಕುಮಾರಸ್ವಾಮಿ ಎಚ್.ಕೆ,Kumaraswamy HK
9548,03/24/2015,ಒಳಾಡಳಿತ ,Inside Administration,ಪೊಲೀಸ್ ಠಾಣೆಗಳಲ್ಲಿ ಸಿಬ್ಬಂದಿ ಕೊರತೆ,Lack of staff in police stations,ಪಟೀಲ್ ಜಿ.ಟಿ.,Patil GT
9549,03/24/2015,ಒಳಾಡಳಿತ ,Inside Administration,ವಿದ್ಯಾರ್ಥಿಗಳ ಆತ್ಮಹತ್ಯೆ ಪ್ರಕರಣಗಳು,Student suicide cases,ರಫೀಕ್ ಅಹ್ಮದ್ ಎಸ್ ಡಾ,Rafeeq Ahmed S. Dr
9550,03/24/2015,ಒಳಾಡಳಿತ ,Inside Administration,ವಿದೇಶಿ ಪ್ರೇರಿತ ಭಯೋತ್ಪಾದನಾ ತರಬೇತಿ ಪಡೆಯುತ್ತಿರುವದು,Getting Foreign-Induced Terrorism Training,ಸುನೀಲ್ ಕುಮಾರ್ ವಿ,Sunil Kumar V.
9551,03/24/2015,ಒಳಾಡಳಿತ ,Inside Administration,ಸಿಗ್ನಲ್ ಮುಕ್ತ ರಸ್ತೆ,Signal free road,ಸುರೇಶ್ ಕುಮಾರ್ ಎಸ್,Suresh Kumar S
9552,03/24/2015,ಒಳಾಡಳಿತ ,Inside Administration,ವಸತಿ ಗೃಹಗಳ ನಿರ್ಮಾಣದಲ್ಲಿ ಶಿಷ್ಠಾಚಾರ ಉಲ್ಲಂಘನೆ,Inflation violation in the construction of residential houses,ಪಾಟೀಲ್ ಬಿ.ಆರ್,Patil BR
9553,03/24/2015,ಒಳಾಡಳಿತ ,Inside Administration,ಮಹಿಳಾ ಪೊಲೀಸ್ ಠಾಣೆ ಮಂಜೂರು ಮಾಡುವುದು,Allocation of Women's Police Station,ಕೋಳಿವಾಡ ಕೆ.ಬಿ,Kolivada kbb
9554,03/24/2015,ಒಳಾಡಳಿತ ,Inside Administration,ಮಹಿಳಾ ಠಾಣೆಗಳನ್ನು ತೆರೆಯುವುದು,Opening women's stations,ಈಶ್ವರ ಭೀಮಣ್ಣ ಖಂಡ್ರೆ,Ishwar Bhimanna Khandre
9555,03/24/2015,ಒಳಾಡಳಿತ ,Inside Administration,ಮಟ್ಕಾ ದಂಧೆ ನಿಯಂತ್ರಣ,Mattca Dandhe's control,ಪ್ರಭು ಬಿ ಚೌಹ್ಹಾಣ್,Prabhu B Chauhan
9556,03/24/2015,ಒಳಾಡಳಿತ ,Inside Administration,ಮಟ್ಕಾ ದಂಧೆ ತಡೆಯುವುದು,Preventing the Matka Dandé,ವಿನಯ್ ಕುಲಕರ್ಣಿ,Vinay Kulkarni
9557,03/24/2015,ಒಳಾಡಳಿತ ,Inside Administration,ಮಕ್ಕಳ ಹಕ್ಕುಗಳ ರಕ್ಷಣೆ,Protection of children's rights,ರಾಮಕ್ಕ ವೈ,Ramakka Y.
9558,03/24/2015,ಒಳಾಡಳಿತ ,Inside Administration,ಮಾನಸಿಕ ಹಿಂಸೆಗೆ ಒಳಗಾದ ಹೆಣ್ಣು ಮಕ್ಕಳಿಗೆ ಪರಿಹಾರ ನೀಡುವುದು,Relief for mentally ill women,ಡಾ ಸುಧಾಕರ್ ಕೆ,Dr. Sudhakar K.
9559,03/24/2015,ಒಳಾಡಳಿತ ,Inside Administration,ಮಾದಕ ವಸ್ತುಗಳ ಮಾರಾಟಗಾರರ ವಿರುದ್ಧ ಕ್ರಮ ಕೈಗೊಳುವುದು,Action against drug dealers,ಅಖಂಡ ಶ್ರೀನಿವಾಸಮೂರ್ತಿ ಆರ್,Akhand Srinivas Murthy R.
9560,03/24/2015,ಒಳಾಡಳಿತ ,Inside Administration,ಅಫಘಾತಗಳಲ್ಲಿ ಮೃತಟ್ಟವರಿಗೆ ಪರಿಹಾರ,Relief for those who have died in the attacks,ಮಲ್ಲಿಕಾರ್ಜುನ ಸಿದ್ರಾಮಪ್ಪ ಖೂಬಾ,Mallikarjuna Sidramappa Khuba
9561,03/24/2015,ಒಳಾಡಳಿತ ,Inside Administration,ಆರಕ್ಷಕ ವಸತಿ ಗೃಹಗಳ ನಿರ್ವಹಣೆ,Police Real Estate Management,ಜಗದೀಶ್ ಕುಮಾರ್ ಆರ್,Jagdish Kumar R.
9562,03/24/2015,ಒಳಾಡಳಿತ ,Inside Administration,ಅಕ್ರಮ ಅನಿಲ ನಿಲಿಂಡರ್ ರೀಫಿಲ್ಲಿಂಗ್ ,Illegal gas nylinder refilling,ರಫೀಕ್ ಅಹ್ಮದ್ ಎಸ್ ಡಾ,Rafeeq Ahmed S. Dr
9563,03/24/2015,ಒಳಾಡಳಿತ ,Inside Administration,ಅಗ್ನ ಶಾಮಕ ಠಾಣೆಯ ಕಟ್ಟಡ ನಿರ್ಮಾಣ,Construction of the fireplace building,ಶಿವಾನಂದ ಎಸ್ ಪಾಟೀಲ್,Sivananda S Patil
9564,03/24/2015,ಒಳಾಡಳಿತ ,Inside Administration,ಅಗ್ನಿ ಶಾಮಕ ಠಾಣೆ ಪ್ರಾರಂಭಿಸುವುದು,Fire Station Launching,ಅರಬೈಲ್ ಶಿವರಾಮ್ ಹೆಬ್ಬಾರ್,Arabail Shivaram Hebbar
9565,03/24/2015,ಒಳಾಡಳಿತ ,Inside Administration,ಅಗ್ನಿ ಶಾಮಕ ಘಟಕಕ್ಕೆ ಸ್ವಂತ ಕಟ್ಟಡ ನಿರ್ಮಾಣ,Owner building for the Fire Supply unit,ಐಹೋಳೆ ಡಿ.ಮಹಾಲಿಂಗಪ್ಪ,Ihole D. Mahalingappa
9566,03/24/2015,ಒಳಾಡಳಿತ ,Inside Administration,ಅಗ್ನಿ ಶಾಮಕ ಘಟಕದಲ್ಲಿ ಖಾಲಿ ಇರುವ ಹುದ್ದೆಗಳನ್ನು ಭರ್ತಿ ಮಾಡುವುದು,Filling vacant posts in the Fire Supply unit,ಐಹೋಳೆ ಡಿ.ಮಹಾಲಿಂಗಪ್ಪ,Ihole D. Mahalingappa
9567,03/24/2015,ಒಳಾಡಳಿತ ,Inside Administration,ರಸ್ತೆ ಅಪಘಾತಗಳಾಗುತ್ತಿರುವುದು,Road accidents occur,ಅಶ್ವಥ್ ನಾರಾಯಣ ಸಿ.ಎನ್.ಡಾ,Ashwath Narayana CND
9568,03/24/2015,ಒಳಾಡಳಿತ ,Inside Administration,ರೌಡಿ ಶೀಟರ್ ಪಟ್ಟಿಯಲ್ಲಿ ನಿರಪರಾಧಿಗಳನ್ನು ಸೇರಿಸುತ್ತಿರುವುದು,Adding guilty to rowdy sheet list,ಮುನಿರಾಜು ಎಸ್,Muniraju S.
9569,03/24/2015,ಒಳಾಡಳಿತ ,Inside Administration,ಎಂಬಿಬಿಎಸ್ ಕೋರ್ಸ್‌ಗೆ ಪ್ರವೇಶಾವಕಾಶ ಕಲಿಸುವಲ್ಲಿ ಆಗಿರುವ ವಂಚನೆ,Fraud in teaching MBBS course,ಮಲ್ಲಿಕಾರ್ಜುನ ಸಿದ್ರಾಮಪ್ಪ ಖೂಬಾ,Mallikarjuna Sidramappa Khuba
9570,03/24/2015,ಒಳಾಡಳಿತ ,Inside Administration,ಹೊಸ ಪೊಲೀಸ್ ಠಾಣೆಗಳನ್ನು ಮಂಜೂರು ಮಾಡುವುದು,Sanctioning new police stations,ಪ್ರಕಾಶ್ ಹೆಚ್.ಎಸ್,Prakash HS
9571,03/24/2015,ಒಳಾಡಳಿತ ,Inside Administration,ಹೊಸ ಪೊಲೀಸ್ ಠಾಣೆಗಳನ್ನು ತೆರೆಯುವುದು,Opening new police stations,ಮುನಿರಾಜು ಎಸ್,Muniraju S.
9572,03/24/2015,ಒಳಾಡಳಿತ ,Inside Administration,ಹೊರ ಪೊಲೀಸ್ ಠಾಣೆ ಮಂಜೂರು,Outgoing police station sanctioned,ಬಣಕಾರ್ ಯು.ಬಿ,Banakar UB
9573,03/24/2015,ಒಳಾಡಳಿತ ,Inside Administration,ಕಾನೂನು ಬಗ್ಗೆ ಜನರಿಗೆ ತಿಳುವಳಿಕೆ ನೀಡುವುದು,Providing people knowledge about the law,ಪುಟ್ಟಣಯ್ಯ ಕೆ.ಎಸ್,Puttanayya KS
9574,03/24/2015,ಒಳಾಡಳಿತ ,Inside Administration,ಕೋಮುಗಲಭೆಗಳಿಂದ ಆಸ್ತಿ ಪಾಸ್ತಿ ನಷ್ಟ,Asset loss due to communal riots,ಇಕ್ಬಾಲ್ ಅನ್ಸಾರಿ,Iqbal Ansari
9575,03/24/2015,ಒಳಾಡಳಿತ ,Inside Administration,ಕೈಗೊಳ್ಳಲಾಗಿರುವ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಗಳು,Developed projects undertaken,ಸುರೇಶ್ ಗೌಡ ಬಿ,Suresh Gowda b
9576,03/24/2015,ಒಳಾಡಳಿತ ,Inside Administration,ಕ್ರಿಕೆಟ್ ಬೆಟ್ಟಿಂಗ್ ದಂಧೆಯನ್ನು ತಡೆಗಟ್ಟುವುದು,Preventing Cricket Betting Strike,ಜಗದೀಶ್ ಕುಮಾರ್ ಆರ್,Jagdish Kumar R.
9577,03/24/2015,ಒಳಾಡಳಿತ ,Inside Administration,ದಲಿತರ ಮೇಲೆ ನಡೆದ ದೌರ್ಜನ್ಯಗಳು,Violence against Dalits,ರಾಜು ಅಲಗೂರು,Raju wakes up
9578,03/24/2015,ಒಳಾಡಳಿತ ,Inside Administration,ದಾಖಲಾಗಿರುವ ಕಳ್ಳತನ ಪ್ರಕರಣಗಳು,Recorded theft cases,ಬಣಕಾರ್ ಯು.ಬಿ,Banakar UB
9579,03/24/2015,ಕಾನೂನು ಮತ್ತು ಸಂಸದೀಯ ವ್ಯವಹಾರಗಳ ,Law and Parliamentary Affairs,ಸರ್ಕಾರಿ ದಾಖಲೆಗಳಲ್ಲಿ ಹೆಸರು ದಾಖಲಿಸುವ ಕಾಯ್ದೆ ತಿದ್ದುಪಡಿ ತರುವುದು,The amendment of the Act to enact the name of the Government in the documents,ಜಗದೀಶ್ ಕುಮಾರ್ ಆರ್,Jagdish Kumar R.
9580,03/24/2015,ಕಾನೂನು ಮತ್ತು ಸಂಸದೀಯ ವ್ಯವಹಾರಗಳ ,Law and Parliamentary Affairs,ನ್ಯಾಯಲಯಗಳಲ್ಲಿ ಖಾಲಿ ಇರುವ ಸರ್ಕಾರಿ ಅಭಿಯೋಕರು,Government Proponents vacant in courts,ವಿಶ್ವೇಶ್ವರ ಹೆಗಡೆ ಕಾಗೇರಿ,Vishweshwara Hegde Kageri
9581,03/24/2015,ಕಾನೂನು ಮತ್ತು ಸಂಸದೀಯ ವ್ಯವಹಾರಗಳ ,Law and Parliamentary Affairs,ಜನತಾ ನ್ಯಾಯಲಯ ರಚಿಸುವುದು,Creating a Janata Court,ಪುಟ್ಟಣಯ್ಯ ಕೆ.ಎಸ್,Puttanayya KS
9582,03/24/2015,ಕಾನೂನು ಮತ್ತು ಸಂಸದೀಯ ವ್ಯವಹಾರಗಳ ,Law and Parliamentary Affairs,ರಾಜ್ಯದಲ್ಲಿರುವ ಆಯೋಗಳು,Ayos in the state,ಸುರೇಶ್ ಕುಮಾರ್ ಎಸ್,Suresh Kumar S
9583,03/24/2015,ಕಾನೂನು ಮತ್ತು ಸಂಸದೀಯ ವ್ಯವಹಾರಗಳ ,Law and Parliamentary Affairs,ಕಾನೂನು ಸೇವಾ ಪ್ರಾಧಿಕಾರದ ಸೌಲಭ್ಯಗಳು,Facilities of the Legal Services Authority,ರುದಪ್ಪ ಮಾನಪ್ಪ ಲಮಾಣಿ,Rudappa Manappa Lamani
9584,03/24/2015,ಕಂದಾಯ ,Revenue,ಸವದತ್ತಿ ಯಲ್ಲಮ್ಮ ದೇವಸ್ಥಾನದ ಅಭಿವೃದ್ಧಿಗಾಗಿ ಬಿಡುಗಡೆಯಾದ ಅನುದಾನ,Grants released for the development of Savadatti Yellamma Temple,ವಿಶ್ವನಾಥ್ ಚಂದ್ರಶೇಖರ್ ಮಾಮನಿ,Vishwanath Chandrashekhar Mamani
9585,03/24/2015,ಕಂದಾಯ ,Revenue,ನಾಯಕನ ಹಟ್ಟಿ ಶ್ರೀ ಗುರು ತಿಪ್ಪೇರುದ್ರ ಸ್ವಾಮಿಯ ಜಾತ್ರೆಗೆ ಅನುದಾನ ನೀಡುವುದು,Hutti Sri Guru Thipparekrishna Swamy of the hero will be given a grant,ತಿಪ್ಪೇಸ್ವಾಮಿ ಎಸ್,Thippeswamy S.
9586,03/24/2015,ಕಂದಾಯ ,Revenue,ಶ್ರೀರಂಗಸ್ವಾಮಿ ದೇವಸ್ಥಾನದ ಕಲ್ಯಾಣ ಮಂಟಪ ನಿರ್ಮಾಣ,Construction of the Kalyana Mandapam of Srirangaswamy Temple,ಮಧು ಬಂಗಾರಪ್ಪ ಎಸ್,Madhu Bangarappa S.
9587,03/24/2015,ಕಂದಾಯ ,Revenue,ಅಭಿವೃದ್ಧಿಗೆ ಮಂಜೂರಾದ ಅನುದಾನ,Grants sanctioned for development,ಸುಬ್ಬಾರೆಡ್ಡಿ ಎಸ್.ಎನ್,Subburdy SN
9588,03/24/2015,ಕಂದಾಯ ,Revenue,ಅರ್ಚಕರಿಗೆ ಸಕಾಲದಲ್ಲಿ ವೇತನ,The priest is paying time,ಮೋಹಿಯುದ್ದಿನ್ ಬಾವಾ ಬಿ.ಎ,Mohiuddin Bawa BA
9589,03/24/2015,ಕಂದಾಯ ,Revenue,ಅರ್ಚಕರಿಗೆ ನೀಡಲಾಗುತ್ತಿರುವ ಮಾಶಾಸನ,Mashasana is given to the priests,ಮಕಬುಲ್ ಎಸ್ ಭಗವಾನ್,Macabul S Bhagwan
9590,03/24/2015,ಕಂದಾಯ ,Revenue,ಜಮೀನು ಒತ್ತುವರಿಯಾಗಿರುವುದು,Land is pressurized,ಚೆಲುವರಾಯಸ್ವಾಮಿ ಎನ್,Cheluvaraswamy N.
9591,03/24/2015,ಕಂದಾಯ ,Revenue,ಆರಾಧsನ ಯೋಜನೆಯಡಿ ಬಿಡುಗಡೆಯಾದ ಅನುದಾನ,Grants released under the scheme of worships,ಕುಮಾರಸ್ವಾಮಿ ಎಚ್.ಕೆ,Kumaraswamy HK
9592,03/24/2015,ಕಂದಾಯ ,Revenue,ಹೊರ ರಾಜ್ಯದಲ್ಲಿರುವ ಆಸ್ತಿ ನಿರ್ವಹಣೆ,Property Management in Outer State,ರವಿ ಸಿ ಟಿ,Ravi c
9593,03/24/2015,ಕಂದಾಯ ,Revenue,ದವಾಲಯಗಳ ಅಭಿವೃದ್ಧಿಗೆ ಅನುದಾನ ನೀಡುವುದು,Grants for Development of Corridors,ರಾಜು ಅಲಗೂರು,Raju wakes up
9594,03/24/2015,ಕಂದಾಯ ,Revenue,ದೇವಸ್ಥಾನ ಅಭಿವೃದ್ಧಿಗೆ ಅನುದಾನ ಬಿಡುಗಡೆ,Release of funds for temple development,ಅಪ್ಪಚ್ಚು ರಂಜನ್ ಎಂ.ಪಿ,Appachan Ranjan MP
9595,03/24/2015,ಕಂದಾಯ ,Revenue,ದೇವಸ್ಥಾನದ ಹಣ ದುರಪಯೋಗವಾಗಿರುವುದು,The temple money is corrupt,ತಮ್ಮಣ್ಣ ಡಿ ಸಿ,Brother-in-law dc
9596,03/24/2015,ಕಂದಾಯ ,Revenue,ದೇವಸ್ಥಾನಗಳ ಅಭಿವೃದ್ಧಿಗೆ ಅನುದನ ಬಿಡುಗಡೆ,Release of temples for development,ಕುಮಾರಸ್ವಾಮಿ ಎಚ್.ಕೆ,Kumaraswamy HK
9597,03/24/2015,ಕಂದಾಯ ,Revenue,ದೇವಸ್ಥಾನಗಳ ಅಭಿವೃದ್ಧಿಗೆ ಬಿಡುಗಡೆಯಾದ ಅನುದಾನ,Grants released to the development of temples,ವಿಶ್ವನಾಥ್ ಚಂದ್ರಶೇಖರ್ ಮಾಮನಿ,Vishwanath Chandrashekhar Mamani
9598,03/24/2015,ಕಂದಾಯ ,Revenue,ದೇವಸ್ಥಾನಗಳಿಗೆ ಬಿಡುಗಡೆ ಮಾಡಲಾದ ಅನುದಾನ,Grants released to temples,ತಿಪ್ಪರಾಜು,Tiparazu
9599,03/24/2015,ಕಂದಾಯ ,Revenue,ದೇವಸ್ಥಾನಗಳಿಗೆ ಬಿಡುಗಡೆ ಮಾಡಲಾದ ಅನುದಾನ,Grants released to temples,ಅಪಜಿ @ ಚೆನ್ನಬಸವರಾಜ್ ಶಂಕರರಾವ್ ನಾಡಗೌಡ,Aphipji @ Chennabaswaraj Shankarrao Nadgowda
9600,03/24/2015,ಕಂದಾಯ ,Revenue,ದೇವಸ್ಥಾನಗಳಿಗೆ ಅನುದಾನ ಬಿಡುಗಡೆ ಮಾಡುವುದು,Release of funds to temples,ತಿಪ್ಪೇಸ್ವಾಮಿ ಎಸ್,Thippeswamy S.
9601,03/24/2015,ಕಂದಾಯ ,Revenue,ದೇವಸ್ಥಾನಗಳಿಗೆ ಅನುದಾನ ಬಿಡುಗಡೆ ಮಾಡುವುದು,Release of funds to temples,ಸುರೇಶ್ ಬಾಬು ಸಿ.ಬಿ,Suresh Babu CB
9602,03/24/2015,ಕಂದಾಯ ,Revenue,ಧಾರ್ಮಿಕ ಸಂಸ್ಥೆಗಳ ಜೀರ್ಣೋದ್ದಾರ,Organizer of Religious Organizations,ಪಾಟೀಲ್ ಎ.ಎಸ್.(ನಡಹಳ್ಳಿ),Patil AS (Nadahalli)
9603,03/25/2015,ಪವಾಸೋದ್ಯಮ ಇಲಾಖೆ,Tourism,ಪ್ರವಾಸಿ ಸ್ಥಳಗಳ ಅಭಿವೃದ್ಧಿ,Development of tourist destinations,ಪಟೀಲ್ ಜಿ.ಟಿ.,Patil GT
9604,03/25/2015,ಪ್ರವಾಸೋದ್ಯಮ ಇಲಾಖೆ,Tourism,ಬೆಳಗಾವಿ ಜಿಲ್ಲೆಗೆ ಅನುದಾನ,Belgaum District Grants,ಸಂಜಯ್ ಬಿ. ಪಾಟೀಲ್,Sanjay B. Patil
9605,03/25/2015,ಪ್ರವಾಸೋದ್ಯಮ ಇಲಾಖೆ,Tourism,ಪ್ರವಾಸೋದ್ಯಮ ಪ್ಯಾಕೆಜ್ ಗಳು,Tourism packages,ಮಲ್ಲಿಕಾರ್ಜುನ ಸಿದ್ರಾಮಪ್ಪ ಖೂಬಾ,Mallikarjuna Sidramappa Khuba
9606,03/25/2015,ಪ್ರವಾಸೋದ್ಯಮ ಇಲಾಖೆ,Tourism,ಪ್ರವಾಸೋದ್ಯಮ ಇಲಾಖೆಯ ಉತ್ಸವಗಳು,Tourism festivals,ಡಾ.ಗುರುಪಾದಪ್ಪ ನಾಗಮಾರಪಳ್ಳಿ,Dr. Gurupappa Nagamarapally
9607,03/25/2015,ಪ್ರವಾಸೋದ್ಯಮ ಇಲಾಖೆ,Tourism,ಪ್ರವಾಸೋದಮ ಅಭಿವೃದ್ಧಿಗೆ ಅನುದಾನ,Grants for tourism development,ರಮೇಶ್ ಬಂಡಿಸಿದ್ದೇಗೌಡ ಎ.ಬಿ,Ramesh Bundigida Gowda AB
9608,03/25/2015,ಪ್ರವಾಸೋದ್ಯಮ ಇಲಾಖೆ,Tourism,ಪ್ರವಾಸಿ ತಾಣಗಳ ಅಭಿವೃದ್ಧಿ,Development of tourist destinations,ನರೇಂದ್ರ ಸ್ವಾಮಿ ಪಿ.ಎಂ,Narendra Swami PM
9609,03/25/2015,ಪ್ರವಾಸೋದ್ಯಮ ಇಲಾಖೆ,Tourism,ಪ್ರವಾಸಿ ತಾಣಗಳಲ್ಲಿ ಮೂಲಭೂತ ಸೌಕರ್ಯ,Infrastructure at tourist destinations,ರಮೇಶ್ ಕುಮಾರ್ ಕೆ.ಆರ್,Ramesh Kumar KR
9610,03/25/2015,ಪ್ರವಾಸೋದ್ಯಮ ಇಲಾಖೆ,Tourism,ಪ್ರವಾಸಿ ತಾಣಗಳಲ್ಲಿ ಯಾತ್ರಿ ನಿವಾಸ ನಿರ್ಮಾಣ,Pilgrimage residence at tourist destinations,ಶಾರದಾ ಮೋಹನ ಶೆಟ್ಟಿ,Sharada Mohana Shetty
9611,03/25/2015,ಪ್ರವಾಸೋದ್ಯಮ ಇಲಾಖೆ,Tourism,ಪ್ರವಾಸೋದ್ಯಮ ಕೇಂದ್ರಗಳ ಅಭಿವೃದ್ಧಿ,Development of tourism centers,ಶ್ರೀನಿವಾಸ್ (ವಾಸು) ಎಸ್.ಆರ್,Srinivas (Vasu) SR
9612,03/25/2015,ಪ್ರವಾಸೋದ್ಯಮ ಇಲಾಖೆ,Tourism,ಲಕ್ಕುಂಡಿ ಐತಿಹಾಸಿಕ ಮತ್ತು ಪ್ರವಾಸಿ ಸ್ಥಳ,Lakkundi is a historical and tourist spot,ಯಾವಗಲ್ ಬಿ.ಆರ್,Vaggal BR
9613,03/25/2015,ಪ್ರವಾಸೋದ್ಯಮ ಇಲಾಖೆ,Tourism,ಸಿಬ್ಬಂದಿ ಕೊರತೆ,Staff lack,ಕುಮಾರಸ್ವಾಮಿ ಎಚ್.ಕೆ,Kumaraswamy HK
9614,03/25/2015,ಪ್ರವಾಸೋದ್ಯಮ ಇಲಾಖೆ,Tourism,ಉತ್ಸವಗಳಿಗೆ ಹಣ ಬಿಡುಗಡೆ,Release money to festivals,ತುಕಾರಾಮ್ ಇ,Tukaram E.
9615,03/25/2015,ಪ್ರವಾಸೋದ್ಯಮ ಇಲಾಖೆ,Tourism,ಟ್ಯಾಕ್ಸಿಗಳ ವಿತರಣೆ,Distribution of taxis,ರವಿ ಸಿ ಟಿ,Ravi c
9616,03/25/2015,ಪ್ರ್ರಾಥಮಿಕ ಮತ್ತು ಪೌಢ ಶಿಕ್ಷಣ,Primary and Secondary Education,ವಿದ್ಯಾರ್ಥಿ ವೇತನ ಬಾಕಿ,Student Pay Period,ಮಾಲಕರೆಡ್ಡಿ ಎ.ಬಿ ಡಾ,Malarreddy AB Dr.
9617,03/25/2015,ಪ್ರ್ರಾಥಮಿಕ ಮತ್ತು ಪೌಢ ಶಿಕ್ಷಣ,Primary and Secondary Education,ಹಿರಿಯ ಪ್ರಾಥಮಿಕ ಶಾಲೆಗಳಿಗೆ ಮೂಲಭೂತ ಸೌಕರ್ಯಗಳು,Infrastructure for Senior Primary Schools,ನಾಗರಾಜಯ್ಯ ಡಿ,Nagaraja D.
9618,03/25/2015,ಪ್ರ್ರಾಥಮಿಕ ಮತ್ತು ಪೌಢ ಶಿಕ್ಷಣ,Primary and Secondary Education,ಬಿಸಿಯೂಟ ಸರಬರಾಜು,Food Supply,ಗುರು ಪಾಟೀಲ್ ಶಿರವಾಳ,Guru Patil Shilpa
9619,03/25/2015,ಪ್ರ್ರಾಥಮಿಕ ಮತ್ತು ಪೌಢ ಶಿಕ್ಷಣ,Primary and Secondary Education,ಬಿಸಿಯೂಟ ಯೋಜನೆ,The plan of the baby,ಉಮೇಶ್ ಜಿ. ಜಾಧವ್ ಡಾ,Umesh G. Jadhav Dr.
9620,03/25/2015,ಪ್ರ್ರಾಥಮಿಕ ಮತ್ತು ಪೌಢ ಶಿಕ್ಷಣ,Primary and Secondary Education,ಮೂಲಭೂತ ಸೌಲಭ್ಯಗಳು,Basic Facilities,ಕ್ಯಾತಸಂದ್ರ ಎನ್ ರಾಜಣ್ಣ,Kathasandra N Rajanna
9621,03/25/2015,ಪ್ರ್ರಾಥಮಿಕ ಮತ್ತು ಪೌಢ ಶಿಕ್ಷಣ,Primary and Secondary Education,ಆರ್ ಎಂಎಸ್ ಎ ಯೋಜನೆ ವಿಳಂಬ,R MSA Plan Delay,ಪ್ರತಾಪಗೌಡ ಪಾಟೀಲ್,Pratap Gowda Patil
9622,03/25/2015,ಪ್ರ್ರಾಥಮಿಕ ಮತ್ತು ಪೌಢ ಶಿಕ್ಷಣ,Primary and Secondary Education,ಆರ್ ಟಿ ಇ ವ್ಯಾಪ್ತಿಗೆ ಖಾಸಗಿ ಶಾಲೆಗಳು,Private schools for RTE coverage,ಸುರೇಶ್ ಗೌಡ ಬಿ,Suresh Gowda b
9623,03/25/2015,ಪ್ರ್ರಾಥಮಿಕ ಮತ್ತು ಪೌಢ ಶಿಕ್ಷಣ,Primary and Secondary Education,ಆರ್ ಟಿ ಇ ಅಡಿಯಲ್ಲಿ ದಾಖಲಾತಿ,Registration under RTE,ರಫೀಕ್ ಅಹ್ಮದ್ ಎಸ್ ಡಾ,Rafeeq Ahmed S. Dr
9624,03/25/2015,ಪ್ರ್ರಾಥಮಿಕ ಮತ್ತು ಪೌಢ ಶಿಕ್ಷಣ,Primary and Secondary Education,ರಷ್ಟ್ರೀಯ ಮಾಧ್ಯಮಿಕ ಶಿಕ್ಷಣ ಅಭಿಯಾನ,Regional Secondary Education Campaign,ರವಿ ಸಿ ಟಿ,Ravi c
9625,03/25/2015,ಪ್ರ್ರಾಥಮಿಕ ಮತ್ತು ಪೌಢ ಶಿಕ್ಷಣ,Primary and Secondary Education,ಉರ್ದು ಪದವಿ ಪೂರ್ವ ಕಾಲೇಜುಗಳು,Urdu graduate colleges,ಉಮೇಶ್ ಜಿ. ಜಾಧವ್ ಡಾ,Umesh G. Jadhav Dr.
9626,03/25/2015,ಪ್ರ್ರಾಥಮಿಕ ಮತ್ತು ಪೌಢ ಶಿಕ್ಷಣ,Primary and Secondary Education,ಕ್ಷೀರ ಭಾಗ್ಯ ಯೋಜನೆ,Milky Way Plan,ಮಂಜುನಾಥ್ ಗೌಡ ಕೆ.ಎಸ್,Manjunath Gowda KS
9627,03/25/2015,ಪ್ರ್ರಾಥಮಿಕ ಮತ್ತು ಪೌಢ ಶಿಕ್ಷಣ,Primary and Secondary Education,ಖಾಸಗಿ ಶಾಲೆಗಳಲ್ಲಿ ಡೊನೇಷನ್ ಹಾವಳಿ,Donation at Private Schools,ಮಂಜುನಾಥ್ ಗೌಡ ಕೆ.ಎಸ್,Manjunath Gowda KS
9628,03/25/2015,ಪ್ರ್ರಾಥಮಿಕ ಮತ್ತು ಪೌಢ ಶಿಕ್ಷಣ,Primary and Secondary Education,ಗ್ರ್ರಂಥಾಲಯ ಅಭಿವೃದ್ಧಿ ಅನುದಾನ,Grantology Development Grants,ರಮೇಶ್ ಬಂಡಿಸಿದ್ದೇಗೌಡ ಎ.ಬಿ,Ramesh Bundigida Gowda AB
9629,03/25/2015,ಪ್ರ್ರಾಥಮಿಕ ಮತ್ತು ಪೌಢ ಶಿಕ್ಷಣ,Primary and Secondary Education,ತರಬೇತಿ ಹೊಂದದ ಶಿಕ್ಷಕ ವೇತನ ತಾರತಮ್ಯ,Unskilled teacher pay discrimination,ನರೇಂದ್ರ ಸ್ವಾಮಿ ಪಿ.ಎಂ,Narendra Swami PM
9630,03/25/2015,ಪ್ರ್ರಾಥಮಿಕ ಮತ್ತು ಪೌಢ ಶಿಕ್ಷಣ,Primary and Secondary Education,,,ವಿನಿಶಾ ನೆರೊ,Vinyasa Nero
9631,03/25/2015,ಪ್ರಾಥಮಿಕ ಮತ್ತು ಪೌಢಶಿಕ್ಷಣ,Primary and Secondary Education,ಭಾಷಾ/ಮತೀಯ ಅಲ್ಪಸಂಖ್ಯಾತರ ಶಿಕ್ಷಣ ಸಂಸ್ಥೆಗಳು,Language / Religious Minorities Education Institutions,ವಿಶ್ವೇಶ್ವರ ಹೆಗಡೆ ಕಾಗೇರಿ,Vishweshwara Hegde Kageri
