Sl No.,Date,Ministry (Kannada),Ministry (English Translation),Subject (Kannada),Subject (English Translation),MLA name (Kannada),MLA name (English Translation)
4045,07/06/2017,ಮುಜರಾಯಿ,Muzarai,ಪ್ರಾಚೀನ ದೇವಸ್ಥಾನ ಅಭಿವೃದ್ಧಿ ಕಾರ್ಯವು ಅರ್ಧಕ್ಕೆ ನಿಂತಿದ್ದು ಪೂರ್ಣಗೊಳಿಸುವ ಕುರಿತು,About the completion of the ancient temple development work halfway up,ರಮಚಂದ್ರಗೌಡ,Ramachandra Gowda
4046,07/06/2017,ಸಣ್ಣನೀರಾವರಿ,Small irrigation,ಕೆರೆ ಹೊಳೆತ್ತುವ ಕಾಮಗಾರಿಗಳ ಬಗ್ಗೆ,About Lake Lakes,ರಮೇಶ ಬಾಬು,Ramesha Babu
4047,07/06/2017,ಮುಜರಾಯಿ,Muzarai,"ಸಿ” ಮತ್ತು ""ಡಿ"" ದರ್ಜೆ ಮುಜರಾಯಿ ದೇವಾಲಯಗಳ ಬಗ್ಗೆ","C ""and"" D ""in the dargah muzarai temples",ರಮೇಶ ಬಾಬು,Ramesha Babu
4048,07/06/2017,ಅರಣ್ಯ,Forest,ಸಾಮಾಜಿಕ ಮತ್ತು ಕೃಷಿ ಅರಣ್ಯ-ಅನುದಾನ ಇತರೆ ಬಗ್ಗೆ,Social and agricultural forestry grant,ರಮೇಶ ಬಾಬು,Ramesha Babu
4049,07/06/2017,ಕಂದಾಯ,Revenue,ಬರ ಪರಿಹಾರದಡಿ ಕಾಮಗಾರಿ ಅಭಿವೃದ್ಧಿ ಕುರಿತು,About development of works under drought relief,ರಮೇಶ ಬಾಬು,Ramesha Babu
4050,07/06/2017,ನೀರಾವರಿ,Irrigation,ಕೃಷ್ಣ ಮೇಲ್ದಂಡೆ ಯೋಜನೆ ೩ನೇ ಹಂತದ ಕಾಮಗಾರಿಗಳ ಬಗ್ಗೆ,About the 3rd phase of the Krishna Upenday project,ರಮೇಶ್ ಬಾಬು,Ramesha Babu
4051,07/06/2017,ಕಂದಾಯ,Revenue,ಸರ್ವೇಯರ್ ಹಾಗೂ ಸರ್ವೆ ಸೂಪರ್ ವೈಸರ್‌ಗಳ ಬಗ್ಗೆ,About Surveyor and Survey Super Viper,ರಘುನಾಥ ರಾವ್ ಮಲ್ಕಾಪೂರೆ,Raghunath Rao Malkapore
4052,07/06/2017,ಕಂದಾಯ,Revenue,ಸರ್ವೆ ಕಾರ್ಯ ಮಂದಗತಿಯಲ್ಲಿ ಸಾಗುತ್ತಿರುವ ಬಗ್ಗೆ,About the slowdown of the survey work,ರಘುನಾಥ ರಾವ್ ಮಲ್ಕಾಪೂರೆ,Raghunath Rao Malkapore
4053,07/06/2017,ಭಾರಿ ಮತ ಮದ್ಯಮ ನೀರಾವರಿ,Massive vote medium irrigation,ಭಾರಿ ಮತ್ತು ಮಧ್ಯಮ ನೀರಾವರಿ ಇಲಾಖೆಯಿಂದ ಕೈಗೊಂಡಿರುವ ಕಾಮಗಾರಿ ಬಗ್ಗೆ,About the work taken by the Department of Massive and Medium Irrigation,ರಘುನಾಥ ರಾವ್ ಮಲ್ಕಾಪೂರೆ,Raghunath Rao Malkapore
4054,07/06/2017,ಸಣ್ಣನೀರಾವರಿ,Small irrigation,ಜಿಲ್ಲೆಯ ಕೆರಗಳ ಅಭಿವೃದ್ಧಿ,Development of the district springs,ರಘುನಾಥ ರಾವ್ ಮಲ್ಕಾಪೂರೆ,Raghunath Rao Malkapore
4055,07/06/2017,ಕಾರ್ಮಿಕ,Labor,ಕಾರ್ಮಿಕ ನೈಪುಣ್ಯತೆ,Labor skills,ರೇವಣ್ಣ .ಹೆಚ್.ಎಂ,Revanna H M
4056,07/06/2017,ಸಣ್ಣನೀರಾವರಿ,Small irrigation,ಕೆರೆ ಅಭಿವೃದ್ಧಿ ಶ್ರೇಯೋಭಿವೃದ್ಧಿ ಯೋಜನೆ,Lake Development Strategy Project,ರೇವಣ್ಣ .ಹೆಚ್.ಎಂ,Revanna H M
4057,07/06/2017,ಮಧ್ಯಮ ನೀರಾವರಿ,Medium irrigation,ಕೃಷ್ಣ ಮೇಲ್ದಂಡೆ ಯೋಜನೆ ಬಗ್ಗೆ,About the Krishna Upstairs Project,ರೇವಣ್ಣ .ಹೆಚ್.ಎಂ,Revanna H M
4058,07/06/2017,ಯುವ ಸಬಲೀಕರಣ ಮತ್ತು ಕ್ರೀಡಾ,Youth empowerment and sport,ಕ್ರೀಡಾ ವಿದ್ಯಾರ್ಥಿ ನಿಲಯ,Sports student,ರೇವಣ್ಣ .ಹೆಚ್.ಎಂ,Revanna H M
4059,07/06/2017,ಸಣ್ಣ ನೀರಾವರಿ,Small irrigation,ಗ್ರಾಮಪಂಚಾಯಿತಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಕೆರೆ-ಕುಂಟೆಗಳು,Lake-rugs in the village area,ಉಗ್ರಪ್ಪ .ವಿ.ಎಸ್,Ugrappa VS
4060,07/06/2017,ಭಾರಿ ಮತ ಮದ್ಯಮ ನೀರಾವರಿ,Massive vote medium irrigation,ಜಲಾಶಯಗಳ ನೀರಿನ ಪ್ರಮಾಣ,Water Reserves,ಉಗ್ರಪ್ಪ .ವಿ.ಎಸ್,Ugrappa VS
4061,07/06/2017,ಕಂದಾಯ,Revenue,ಬರ ಪೀಡಿತ ತಾಲ್ಲೂಕುಗಳ ಬಗ್ಗೆ,About drought affected taluks,ಉಗ್ರಪ್ಪ .ವಿ.ಎಸ್,Ugrappa VS
4062,07/06/2017,ಕಂದಾಯ,Revenue,ಗೋಶಾಲೆಗಳ ಬಗ್ಗೆ,About Goshels,ಉಗ್ರಪ್ಪ .ವಿ.ಎಸ್,Ugrappa VS
4063,07/06/2017,ಅರಣ್ಯ,Forest,ಅರಣ್ಯ ಪ್ರದೇಶದ ನಾಶ ಮತ್ತು ರಕ್ಷಣಾ ಕ್ರಮಗಳ ಬಗ್ಗೆ,About the destruction of forest areas and defense measures,ಉಗ್ರಪ್ಪ .ವಿ.ಎಸ್,Ugrappa VS
4064,07/06/2017,ಅರಣ್ಯ,Forest,ಅರಣ್ಯ ಪದೇಶದಲ್ಲಿ ದನಗಳನ್ನು ಮೇಯಿಸಲು ಅನುಮತಿ ನೀಡುವ ಬಗ್ಗೆ,About allowing cattle to feed on forest areas,ರಿಜ್ವಾನ್ ಅರ್ಷದ್,Rizwan Harshad
4065,07/06/2017,ಸಣ್ಣನೀರಾವರಿ,Small irrigation,ಪಶ್ಚಿಮವಾಹಿನಿ ಯೋಜನೆಯ ಬಗ್ಗೆ,About the Westwini Project,ಐವನ್ ಡಿ ಸೋಜಾ,Ivan Disoza
4066,07/06/2017,ಅರಣ್ಯ,Forest,ಕಸ್ತೂರಿ ರಂಗನ್ ವರದಿಯ ಶಿಫಾರಸ್ಸುಗಳನ್ನು ಅನುಷ್ಠಾನಗೊಳಿಸುವ ಬಗ್ಗೆ,Implementation of recommendations of the Kasturi Rangan report,ಐವನ್ ಡಿ ಸೋಜಾ,Ivan Disoza
4067,07/06/2017,ಕಂದಾಯ,Revenue,೯೪ಸಿಅನ್ನು ಮತ್ತು ೯೪ಸಿಸಿ ದಕ್ಷಿಣ ಕನ್ನಡ ಮತ್ತು ಉಡುಪಿ ಜಿಲ್ಲೆಗಳಲ್ಲಿ ಸ್ವೀಕರಿಸಿದ ಅರ್ಜಿಗಳ ಬಗ್ಗೆ,94 C and 94 CC applications received in Dakshina Kannada and Udupi districts,ಐವನ್ ಡಿ ಸೋಜಾ,Ivan Disoza
4068,07/06/2017,ಸಣ್ಣನೀರಾವರಿ,Small irrigation,ರಾಜ್ಯದಲ್ಲಿ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತಿರುವ ಬಗ್ಗೆ,About working in the state,ಐವನ್ ಡಿ ಸೋಜಾ,Ivan Disoza
4069,07/06/2017,ಕಾರ್ಮಿಕ,Labor,ದಕ್ಷಿಣ ಕನ್ನಡ ಜಿಲ್ಲೆಯಲ್ಲಿ ಕಾರ್ಮಿಕರ ಭವನ ರಚಿಸುವ ಬಗ್ಗೆ,About creating a worker's house in Dakshina Kannada district,ಐವನ್ ಡಿ ಸೋಜಾ,Ivan Disoza
4070,07/06/2017,ಕಂದಾಯ,Revenue,ಬೆಳಗಾವಿ ಜಿಲ್ಲೆ ಚಿಕ್ಕೋಡಿ ತಾಲ್ಲೂಕಿನ ಗೋಶಾಲೆಗಳ ಮೂಲ ಸೌಲಭ್ಯಗಳಿಲ್ಲದೆ ನರಳುತ್ತಿರುವ ಬಗ್ಗೆ,Belgaum district is suffering from the lack of basic facilities of Gokhale in Chikkodi taluk,ಕವಟಗಿಮಠ ಮಹಂತೇಶ ಮಲ್ಲಿಕಾರ್ಜುನ,Kavatimata Mahantesha Mallikarjuna
4071,07/06/2017,ಅರಣ್ಯ,Forest,ಅರಣ್ಯ ಇಲಾಖೆಯು ಬೆಳಗಾವಿ ವಿಭಾಗದ ಅನುದಾನವನ್ನು ಹಿಂದಕ್ಕೆ ಪಡೆದಿರುವ ಬಗ್ಗೆ,The Forest Department has withdrawn the grant of Belgaum division,ಕವಟಗಿಮಠ ಮಹಂತೇಶ ಮಲ್ಲಿಕಾರ್ಜುನ,Kavatimata Mahantesha Mallikarjuna
4072,07/06/2017,ಕಂದಾಯ,Revenue,ಪ್ರಾಕೃತಿಕ ವಿಪತ್ತುಗಳನ್ನು ತಡೆಯುವಲ್ಲಿ ಕೈಗೊಂಡ ಮುಂಜಾಗ್ರತಾ ಕ್ರಮಗಳ ಬಗ್ಗೆ,About preventive measures taken to prevent natural disasters,ಕವಟಗಿಮಠ ಮಹಂತೇಶ ಮಲ್ಲಿಕಾರ್ಜುನ,Kavatimata Mahantesha Mallikarjuna
4073,07/06/2017,ಕಂದಾಯ,Revenue,ಜಮೀನಿನ ಹಕ್ಕು ಬದಲಾವಣೆ ಕೋರಿ ಬಂದಿರುವ ಅರ್ಜಿಗಳ ಬಗ್ಗೆ,Regarding applications for land transfer change,ಕಾಂತರಾಜು,Kantaraju
4074,07/06/2017,ಯುವ ಸಬಲೀಕರಣ ಮತ್ತು ಕ್ರೀಡಾ,Youth empowerment and sport,ತುಮಕೂರಿನಲ್ಲಿ ಕ್ರಿಕೆಟ್ ಕ್ರೀಡಾಂಗಣವನ್ನು ನಿರ್ಮಿಸುವ ಬಗ್ಗೆ,About building a cricket stadium in Tumkur,ಕಾಂತರಾಜು,Kantaraju
4075,07/06/2017,ಅರಣ್ಯ,Forest,ರಾಜ್ಯದಲ್ಲಿನ ಅರಣ್ಯದಂಚಿನ ನಿವಾಸಿಗಳ ಸೌಲಭ್ಯಗಳ ಬಗ್ಗೆ,About Forest Residents' Provides in the State,ಕಾಂತರಾಜು,Kantaraju
4076,07/06/2017,ಕಂದಾಯ,Revenue,ಕಂದಾಯ ಇಲಾಖೆಯ ಖಾಲಿ ಹುದ್ದೆಗಳನ್ನು ಶೀಘ್ರವಾಗಿ ನೇರ ನೇಮಕಾತಿ ಮೂಲಕ ಭರ್ತಿಮಾಡುವುದು,Immediate filling up of vacant posts vacant posts by direct recruitment,ಕೋಟ ಶ್ರೀನಿವಾಸ ಪೂಜಾರಿ,Kota Srinivasa Pujari
4077,07/06/2017,ಅರಣ್ಯ,Forest,ಕರಾವಳಿ ನಿಯಂತ್ರಣ ವಲಯ ಕಾಯ್ದೆ ಸರಳೀಕರಣಕ್ಕೆ ಪ್ರಸ್ತಾವನೆ ಸಲ್ಲಿಸುವ ಕುರಿತು,About submitting a proposal to simplify the Coastal Regulation Zone Act,ಕೋಟ ಶ್ರೀನಿವಾಸ ಪೂಜಾರಿ,Kota Srinivasa Pujari
4078,07/06/2017,ಕಂದಾಯ,Revenue,ಫಾರ್ಮ್‌ಹೌಸ್ ಅನುಮತಿಗೆ ನಿಯಮಾವಳಿ ರೂಪಿಸಿದೇ ವಿಳಂಬವಾಗಿರುವ ಕುರಿತು,The delay in formulating a formhouse permit is delayed,ಕೋಟ ಶ್ರೀನಿವಾಸ ಪೂಜಾರಿ,Kota Srinivasa Pujari
4079,07/06/2017,ಕಂದಾಯ,Revenue,೯೪ ಸಿ ಮತ್ತು ಸಿ ಸಿ ಯೋಜನೆ ಅನುಷ್ಠಾನದಲ್ಲಿನ ವಿಳಂಬ ನೀತಿ ಮತ್ತು ತೊಡಕು ನಿವಾರಿಸುವ ಕುರಿತು,Regarding delays and complications in the implementation of the 94C and CC Scheme,ಕೋಟ ಶ್ರೀನಿವಾಸ ಪೂಜಾರಿ,Kota Srinivasa Pujari
4080,07/06/2017,ಕಂದಾಯ,Revenue,ಉಡುಪಿ ಮತ್ತು ದಕ್ಷಣ ಕನ್ನಡ ಜಿಲ್ಲೆಯಲ್ಲಿ ರೈತರಿಗೆ ಕುಮ್ಮಿ ಹಕ್ಕು ಮಂಜೂರು ಮಾಡುವ ಬಗ್ಗೆ,Udupi and the granting of rights to farmers in immediate Kannada district,ಕೋಟ ಶ್ರೀನಿವಾಸ ಪೂಜಾರಿ,Kota Srinivasa Pujari
4081,07/06/2017,ಕಂದಾಯ,Revenue,ಪಟೇಲರು ಮತ್ತು ಶಾನುಬೋಗರಿಗೆ ನೀಡಲಾಗಿರುವ ಮಾಶಾಸನದ ವಿವರ,Details of the statements given to Patel and Shanboga,ಗೋಪಾಲಸ್ವಾಮಿ .ಎಂ.ಎ,Gopalaswamy MA
4082,07/06/2017,ಮೀನುಗಾರಿಕೆ,Fishing,ಕಂಠೀರವ ಸ್ಟೇಡಿಯಂ ಅನ್ನು ಅಥ್ಲೀಟ್ಗಳಿಗೆ ಮೀಸಲಿರಿಸುವ ಬಗ್ಗೆ,About setting up Kanteerava Stadium for athletes,ತಾರಾಅನುರಾಧ,Tara Anuradha
4083,07/06/2017,ಅರಣ್ಯ,Forest,ವನಜೀವಿಗಳಿಂದ ತೊಂದರೆಗೊಳಗಾದ ಜನರಿಗೆ ಪರಿಹಾರವನ್ನು ನೀಡುವ ಬಗ್ಗೆ,Providing solutions to people affected by wildlife,ತಾರಾಅನುರಾಧ,Tara Anuradha
4084,07/06/2017,ಅರಣ್ಯ,Forest,ಕೆರೆಗಳ ಸಂರಕ್ಷಣೆ,Lakes Conservation,ತಾರಾಅನುರಾಧ,Tara Anuradha
4085,07/06/2017,ಕಂದಾಯ,Revenue,ರಾಜ್ಯದಲ್ಲಿ ತೆರೆದ ಬೋರ‍್ವೆಲ್‌ಗಳನ್ನು ಮುಚ್ಚುವ ಬಗ್ಗೆ,About closing open borewells in the state,ತಾರಾಅನುರಾಧ,Tara Anuradha
4086,07/06/2017,ಅರಣ್ಯ,Forest,ಉತ್ತರ ಕನ್ನಡ ಜಿಲ್ಲೆಯ ಶಿರಸಿ ತಾಲ್ಲೂಕಿನಲ್ಲಿ ಗಂಧದ ಗಿಡಗಳ ಹಾಗೂ ದಾಲಚಿನ್ನಿ ಎಲೆ ತೊಗಟೆಗಳ ಕಳ್ಳತನ ಕುರಿತು,About theft of sandalwood and sapphire leaf barks in Sirasi taluk in Uttara Kannada district,ಘೋಟ್ನೇಕರ .ಎಸ್.ಎಲ್,Ghotnekara Srikantha Lakshmana
4087,07/06/2017,ಕಂದಾಯ,Revenue,ಶಾಸಕರ ನಿಧಿ ಬಳಕೆ ಬಗ್ಗೆ,About the use of legislators' funds,ಘೋಟ್ನೆಕರ ಶ್ರೀಕಾಂತ ಲಕ್ಷ್ಮಣ,Ghotnekara Srikanta Lakshmana
4088,07/06/2017,ಅರಣ್ಯ,Forest,ಆನೆ ಕಾರಿಡಾರ್ ಬಗ್ಗೆ,About Elephant Corridor,ಚೌಡರೆಡ್ಡಿ ತೂಪಲ್ಲಿ.ಆರ್.,Chowdareddy Tupalli R
4089,07/06/2017,ಸಣ್ಣ ನೀರಾವರಿ,Small irrigation,ಕರೆಗಳ ಆಭಿವೃದ್ಧಿ ಬಗ್ಗೆ,About the development of calls,ಧರ್ಮಸೇನ .ಆರ್,Dharmasena R
1,08/06/2017,ಸಿಬ್ಬಂಧಿ ಮತ್ತು ಆಡಳಿತ ಸುಧಾರಣೆ,Staff and administrative reform,ಹೈದರಾಬಾದ್-ಕರ್ನಾಟಕ ಪ್ರದೇಶಗಳಲ್ಲಿ ಹುದ್ದೆಗಳನ್ನು ತುಂಬುವ ಬಗ್ಗೆ,About filling up posts in Hyderabad-Karnataka areas,ಬೋಸರಾಜು .ಎನ್.ಎಸ್,Bosaraju N S
2,08/06/2017,ವಾರ್ತಾ ಮತ್ತು ಪ್ರಚಾರ,News and promotion,ಪತ್ರಕರ್ತರಿಗೆ ಆರೋಗ್ಯ ಭಾಗ್ಯ ಯೋಜನೆ ಬಗ್ಗೆ,About Journalists Health Benefit Plan,ಬೋಸರಾಜು .ಎನ್.ಎಸ್,Bosaraju N S
3,08/06/2017,ಸಣ್ಣ ನೀರಾವರಿ,Small irrigation,ಕುಡಿಯುವ ನೀರಿಗಾಗಿ ಕೆರೆ ನಿರ್ಮಾಣದ ಬಗ್ಗೆ,About lake construction for drinking water,ಬೋಸ್‌ರಾಜು.ಎನ್.ಎಸ್,Bosaraju N S
4,08/06/2017,ಸಿಬ್ಬಂಧಿ ಮತ್ತು ಆಡಳಿತ ಸುಧಾರಣೆ,Staff and administrative reform,ಹೈದ್ರಾಬಾದ್-ಕರ್ನಾಟಕ ಪ್ರದೇಶದಲ್ಲಿ ಖಾಲಿ ಇರುವ ಹುದ್ದೆಗಳು,Vacancies in the Hyderabad-Karnataka area,ಭಾನುಪ್ರಕಾಶ,Bhanu Prakasha
5,08/06/2017,ಮಾಹಿತಿ ಮತ್ತು ಸಾರ್ವಜನಿಕ ಸಂಬಂಧ,Information and public relations,ರಾಜ್ಯ ಮತ್ತು ರಾಷ್ಟ್ರೀಯ ಹೆದ್ದಾರಿಗಳ ಪಕ್ಕದಲ್ಲಿರುವ ಮದ್ಯದಂಗಡಿಗಳನ್ನು ತೆರವುಗೊಳಿಸುವ ಬಗ್ಗೆ,About clearing the liquor shops beside state and national highways,ಭಾನುಪ್ರಕಾಶ,Bhanu Prakasha
6,08/06/2017,ಆರ್ಥಿಕ,Economy,ಇಲಾಖೆಗಳಿಗೆ ಕೇಂದ್ರ ಮತ್ತು ರಾಜ್ಯ ಸರ್ಕಾರದಿಂದ ಬಿಡುಗಡೆಯಾದ ಅನುದಾನದ ಬಗ್ಗೆ,Dept. of releases from the Central and State Government to the Departments,ಭಾನುಪ್ರಕಾಶ,Bhanu Prakasha
7,08/06/2017,ಗೃಹ,Home,ರಾಜ್ಯದ ಗಡಿಗಳಲ್ಲಿ ಪೊಲೀಸ್ ಭದ್ರತೆ ಇಲ್ಲದಿರುವ ಬಗ್ಗೆ,About police security in state borders,ಸುನೀಲ್ ಸುಬ್ರಮಣಿ .ಎಂ.ಪಿ,Sunil Subramani M P
8,08/06/2017,ಆರ್ಥಿಕ,Economy,ರಾಜ್ಯದ ರೈತರಿಗೆ ಕೃಷಿ ಸಾಲವನ್ನು ಹೆಚ್ಚಳ ಮಾಡುವ ಬಗ್ಗೆ,Increasing agricultural credit to farmers in the state,ಸುನೀಲ್ ಸುಬ್ರಮಣಿ .ಎಂ.ಪಿ,Sunil Subramani M P
9,08/06/2017,ಸಿಬ್ಬಂಧಿ ಮತ್ತು ಆಡಳಿತ ಸುಧಾರಣೆ,Staff and administrative reform,ರಾಜ್ಯದ ಅಂತರ್ ರಾಜ್ಯ ಗಡಿಗಳಲ್ಲಿ ಸಿ.ಸಿ. ಕ್ಯಾಮರಾಗಳನ್ನು ಅಳವಡಿಸುವ ಬಗ್ಗೆ,CC in the Inter State Borders About installing cameras,ಸುನೀಲ್ ಸುಬ್ರಮಣಿ .ಎಂ.ಪಿ,Sunil Subramani M P
10,08/06/2017,ಸಿಬ್ಬಂಧಿ ಮತ್ತು ಆಡಳಿತ ಸುಧಾರಣೆ,Staff and administrative reform,ಕೌಶಲ್ಯ ಕರ್ನಾಟಕ” ಅಭಿವೃದ್ಧಿ ಯೋಜನೆ ಅಡಿ ಹಮ್ಮಿಕೊಳ್ಳಲು ಉದ್ದೇಶಿಸಿರುವ ಕಾರ್ಯಕ್ರಮಗಳ ಕುರಿತು,"Skills Karnataka ""on programs that are intended to be under development plan",ಸಂಕನೂರ .ಎಸ್.ವ್ಹಿ,Sankanura S V
11,08/06/2017,ಆರ್ಥಿಕ,Economy,ರಾಜ್ಯದ ಖಾಸಗಿ ಅನುದಾನಿತ ಐ.ಟಿ.ಐ ಕಾಲೇಜು ಸಿಬ್ಬಂದಿಗಳ ವೇತನ ಹಾಗೂ ಕಾಲಮಿತಿ ಬಡ್ತಿ ಸೌಲಭ್ಯ ಕುರಿತು,Payroll and Time Limit facility for Private Aided ITI College staff in the state,ಸಂಕನೂರ .ಎಸ್.ವ್ಹಿ,Sankanura S V
12,08/06/2017,ಗೃಹ,Home,ಸಬರ್ ಅಪರಾಧ ತನಿಖೆ ಮತ್ತು ಕೈಗೊಂಡ ಕ್ರಮದ ಬಗ್ಗೆ,About the order of the suburban investigation and investigation,ಸೋಮಣ್ಣ .ವಿ,Somanna V
13,08/06/2017,ನಗರಾಭಿವೃದ್ಧಿ,Urban development,ಮಹಾನಗರಗಳಲ್ಲಿ ಕಸದ ಸದ್ಭಳಕೆ ಮತ್ತು ವೆಚ್ಚದ ವಿವರ ಕುರಿತು,Concerns about waste disorder and expenditure in metropolitan cities,ಸೋಮಣ್ಣ .ವಿ,Somanna V
14,08/06/2017,ಗೃಹ,Home,ಮಹಿಳಾ ಪೊಲೀಸ್ ಠಾಣೆಗಳ ಬಗ್ಗೆ,About Women's Police Stations,ಸೋಮಣ್ಣ .ವಿ,Somanna V
15,08/06/2017,ಗ್ರಾಮೀಣಾಭಿವೃದ್ಧಿ ಮತ್ತು ಪಂಚಾಯತ್ ರಾಜ್,Rural Development and Panchayat Raj,"ಬಿ-ಖಾತಾ, ಗ್ರಾಮ ಪಂಚಾಯಿತಿ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ೧೧ಬಿ ನಮೂನೆ ಮತ್ತು ಹಿಂಪಡೆದ ಕುರಿತು","B-Khata, 11b pattern and withdrawal of Gram Panchayat limits",ಸೋಮಣ್ಣ .ವಿ,Somanna V
16,08/06/2017,ಕೃಷಿ,Agriculture,ಹಾವೇರಿ ಜಿಲ್ಲೆಯಲ್ಲಿ ಯಶಸ್ವಿನಿ ಯೋಜನೆಯಡಿ ನೊಂಧಾಯಿತ ರೈತಾಪಿ ಜನರ ಬಗ್ಗೆ,About Rural Agricultural Peasants under Hashivani Scheme in Haveri District,ಸೋಮಣ್ಣ ಮ ಬೇವಿನಮರದ,Samanna Ma Bevinamara
17,08/06/2017,ನಗರಯೋಜನಾ,Urban planning,ಎರವಲು ಸೇವೆಯಲ್ಲಿ ಕರ್ತವ್ಯ,Borrowing is duty in service,ಸೈಯದ್ ಮುಧೀರ್ ಅಗಾ,Syed Madir Aga
18,08/06/2017,ನಗರಾಭಿವೃದ್ಧಿ,Urban development,ಪಾಲಿಕೆಗಳ ಒಳಚರಂಡಿ ಯೋಜನೆ ಅಳವಡಿಸಿಕೊಳ್ಳುವ ಬಗ್ಗೆ,About adopting a sewer drainage project,ನಾರಾಯಣಸ್ವಾಮಿ .ಎಂ,Narayanaswamy M
19,08/06/2017,ಅಬಕಾರಿ,Excuse,ಬಾರ್ ಮತ್ತು ವೈನ್ ಸ್ಟೋರ್‌ಗಳ ಬಗ್ಗೆ,About bars and wine stores,ನಾರಾಯಣಸ್ವಾಮಿ .ಎಂ,Narayanaswamy M
20,08/06/2017,ಸಹಕಾರ,Cooperation,ಗಹ ನಿರ್ಮಾಣ ಸಹಕಾರ ಸಂಘಗಳ ಬಗ್ಗೆ,About the Co-operative Co-operative Societies,ನಾರಾಯಣಸ್ವಾಮಿ .ಎಂ,Narayanaswamy M
21,08/06/2017,ಗೃಹ,Home,ಮೈಸೂರು ನಗರದಲ್ಲಿರುವ ಅನಧಿಕೃತ ಆಟೋ ನಿಲ್ದಾಣದ ಬಗ್ಗೆ,About Unauthorized Auto Station in Mysore City,ನಾಗರಾಜ್ .ಎಸ್,Nagaraja S
22,08/06/2017,ನಗರಾಭಿವೃದ್ಧಿ,Urban development,ಮೈಸೂgರಿನಲ್ಲಿರುವ ಅಕ್ರಮ ಶುದ್ಧ ನೀರಿನ ಘಟಕಗಳು,Illegal pure water bodies in Mysore g Ri,ನಾಗರಾಜ್ .ಎಸ್,Nagaraja S
23,08/06/2017,ನಗರಾಭಿವೃದ್ಧಿ,Urban development,ಚಾಮರಾಜನಗರ ಖಾಸಗಿ ಬಸ್ ನಿಲ್ದಾಣದ ಅಭಿವೃದ್ಧಿ,Development of Chamarajanagar Private Bus Station,ನಾಗರಾಜ್ .ಎಸ್,Nagaraja S
24,08/06/2017,ವಾರ್ತಾ ಮತ್ತು ಪ್ರಚಾರ,News and promotion,ಜಾಹೀರಾತು ವಲಯದಿಂದ ಸಂಗ್ರಹವಾದ ತೆರಿಗೆ ಹಣದ ಕುರಿತು,About tax deductions from the advertising sector,ಪ್ರದೀಪ್ ಶೆಟ್ಟರ್,Pradeep Shettar
25,08/06/2017,ನಗರಾಭಿವೃದ್ಧಿ,Urban development,ಕುಡಿಯುವ ನೀರಿನ ಸೌಲಭ್ಯಗಳ ಕುರಿತು,About drinking water facilities,ಪ್ರದೀಪ್ ಶೆಟ್ಟರ್,Pradeep Shettar
26,08/06/2017,ಗೃಹ,Home,ಹುಬ್ಬಳ್ಳಿ-ಧಾರವಾಡ ನಗರಗಳ ಮಧ್ಯೆ ಹೆಚ್ಚುತ್ತಿರುವ ಲಾರಿ ಅಪಘಾತಗಳ ಬಗ್ಗೆ,About Lorry Accidents Between Hubli-Dharwad Cities,ಪ್ರದೀಪ್ ಶೆಟ್ಟರ್,Pradeep Shettar
27,08/06/2017,ಗೃಹ,Home,ಹುಬ್ಬಳ್ಳಿ-ಧಾರವಾಡ ನಗರದಲ್ಲಿನ ವಾಹನ ದಟ್ಟಣೆ ಕುರಿತು,Vehicle traffic in Hubli-Dharwad city,ಪ್ರದೀಪ್ ಶೆಟ್ಟರ್,Pradeep Shettar
28,08/06/2017,ನಗರಾಭಿವೃದ್ಧಿ,Urban development,ಅಮೃತ ಯೋಜನೆಯ ಕುರಿತು,About Amrita Scheme,ಪ್ರದೀಪ್ ಶೆಟ್ಟರ್,Pradeep Shettar
29,08/06/2017,ಗೃಹ,Home,ಸಿವಿಲ್ ವ್ಯಾಜ್ಯಗಳಲ್ಲಿ ಪೋಲೀಸ್ ಅಧಿಕಾರಿಗಳ ಹಸ್ತಕ್ಷೇಪ ಕುರಿತು,About the intervention of police officers in civil disputes,ಪ್ರಾಣೇಶ್ .ಎಂ.ಕೆ,Pranesha M K
30,08/06/2017,ಗೃಹ,Home,ಉಪ ಪೊಲೀಸ್ ಠಾಣೆಗಳನ್ನು ಮೇಲ್ದರ್ಜೆಗೇರಿಸುವ ಬಗ್ಗೆ,Upgrading of Deputy Police Stations,ಪ್ರಾಣೇಶ್ .ಎಂ.ಕೆ,Pranesha M K
31,08/06/2017,ಸಿಬ್ಬಂಧಿ ಮತ್ತು ಆಡಳಿತ ಸುಧಾರಣೆ,Staff and administrative reform,ರಾಜ್ಯದಲ್ಲಿ ಸವೆ ಸಲ್ಲಿಸುತ್ತಿರುವ ಕೆ.ಎ.ಎಸ್. ಅಧಿಕಾರಿಗಳ ಬಗ್ಗೆ,KA.S.S About the authorities,ಪ್ರತಾಪಚಂದ್ರ ಶೆಟ್ಟಿ .ಕೆ,Pratapachandra Shetty K
